Station number,Station name,Region,Rainfall,Latitude,Longitude,Elevation
59139,NANA GLEN (COWLING CLOSE),NSW,1.8,-30.10,153.00,70
63291,BATHURST AIRPORT AWS,NSW,1.8,-33.41,149.65,745
65051,CUMNOCK TM,NSW,1.8,-32.93,148.76,518
66078,LUCAS HEIGHTS (ANSTO),NSW,1.8,-34.05,150.98,140
69147,MERIMBULA AIRPORT AWS,NSW,1.8,-36.91,149.90,2
69148,MORUYA AIRPORT AWS,NSW,1.8,-35.90,150.14,4
69150,BRAIDWOOD (MONGARLOWE (LEWESTON)),NSW,1.8,-35.38,150.00,670
78015,NHILL AERODROME,VIC,1.8,-36.31,141.65,139
86282,MELBOURNE AIRPORT,VIC,1.8,-37.67,144.83,113
86350,WALLAN,VIC,1.8,-37.42,144.98,341
88001,ALEXANDRA (POST OFFICE),VIC,1.8,-37.19,145.71,221
89002,BALLARAT AERODROME,VIC,1.8,-37.51,143.79,435
89034,WILLAURA (MAIN STREET),VIC,1.8,-37.55,142.74,250
90147,COLAC (SHIRE OFFICE),VIC,1.8,-38.34,143.58,132
39070,MT PERRY THE PINES,QLD,1.7,-25.17,151.64,165
6011,CARNARVON AIRPORT,WA,1.6,-24.89,113.67,4
18022,COWELL,SA,1.6,-33.68,136.91,12
21110,TICKERA,SA,1.6,-33.79,137.71,30
23000,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),SA,1.6,-34.93,138.58,29
23096,ADELAIDE (HOPE VALLEY RESERVOIR),SA,1.6,-34.86,138.68,105
23860,LONG RIDGE (GREENHILL),SA,1.6,-34.95,138.68,375
24528,ROBERTSTOWN,SA,1.6,-33.99,139.08,341
31189,WHITE CLIFF POINT,QLD,1.6,-16.66,145.57,5
32045,VICTORIA SUGAR MILL,QLD,1.6,-18.65,146.20,10
33045,MACKAY AERO,QLD,1.6,-21.17,149.18,5
33247,PROSERPINE AIRPORT,QLD,1.6,-20.49,148.56,20
35040,WESTGROVE TM,QLD,1.6,-25.58,148.48,460
40793,LYONS ALERT,QLD,1.6,-27.76,152.84,150
40891,BROOWEENA TM,QLD,1.6,-25.60,152.26,164
40940,YARRAHAPPINI ALERT,QLD,1.6,-27.83,152.99,40
54003,BARRABA (CLIFTON LANE),NSW,1.6,-30.38,150.61,499
60036,WINGHAM (LANARK CLOSE),NSW,1.6,-31.86,152.34,66
60116,KINDEE BRIDGE (HASTINGS RIVER),NSW,1.6,-31.44,152.46,-999
68151,JERVIS BAY (POINT PERPENDICULAR AWS),NSW,1.6,-35.09,150.80,85
69132,BRAIDWOOD RACECOURSE AWS,NSW,1.6,-35.43,149.78,665
79036,NATIMUK,VIC,1.6,-36.74,141.94,122
79101,PYRENEES (BEN NEVIS),VIC,1.6,-37.23,143.20,875
82169,CORRYONG AIRPORT,VIC,1.6,-36.18,147.89,290
85288,MOUNT TAMBORITHA,VIC,1.6,-37.47,146.69,1446
85303,REEVES KNOB,VIC,1.6,-37.53,147.01,-999
86388,FRANKSTON (BALLAM PARK),VIC,1.6,-38.15,145.16,59
89104,LEIGH RIVER @ MOUNT MERCER,VIC,1.6,-37.81,143.92,-999
92146,LAKE LEAKE (FWS),TAS,1.6,-42.01,147.80,570
40224,ALDERLEY,QLD,1.5,-27.42,153.00,39
91348,PIPERS RIVER (BAY OF FIRES),TAS,1.5,-41.11,147.10,70
10633,RAVENSTHORPE,WA,1.4,-33.58,120.05,232
21012,BUTE,SA,1.4,-33.86,138.01,109
23013,PARAFIELD AIRPORT,SA,1.4,-34.80,138.63,10
23043,HALBURY ROAD SALISBURY (HALBURY ROAD),SA,1.4,-34.76,138.63,25
23085,ROSSLYN PARK (SEAVIEW),SA,1.4,-34.92,138.68,179
23101,FELIXSTOW (PAYNEHAM),SA,1.4,-34.89,138.64,45
23146,STEINGARTEN VINEYARD (STEINGARTEN),SA,1.4,-34.60,138.96,463
23369,GREENOCK ALERT,SA,1.4,-34.46,138.92,295
23878,MOUNT CRAWFORD AWS,SA,1.4,-34.73,138.93,525
24501,AUSTRALIA PLAINS,SA,1.4,-34.10,139.16,281
25502,COOKE PLAINS,SA,1.4,-35.38,139.56,6
31037,LOW ISLES LIGHTHOUSE,QLD,1.4,-16.38,145.56,3
40197,MT TAMBORINE FERN ST,QLD,1.4,-27.97,153.20,515
40209,POINT LOOKOUT,QLD,1.4,-27.44,153.55,41
49000,IVANHOE AERODROME AWS,NSW,1.4,-32.88,144.31,100
56037,ARMIDALE (TREE GROUP NURSERY),NSW,1.4,-30.52,151.67,987
56238,ARMIDALE AIRPORT AWS,NSW,1.4,-30.53,151.62,1079
60052,UPPER ROLLANDS PLAINS (GREENACRES),NSW,1.4,-31.23,152.59,96
62010,STUART TOWN (MOOKER HILL),NSW,1.4,-32.82,149.07,600
63226,LITHGOW (COOERWULL),NSW,1.4,-33.48,150.13,900
69128,NERRIGA AWS,NSW,1.4,-35.11,150.08,622
69144,BLACK RANGE (GRANDVIEW LANE),NSW,1.4,-36.73,149.84,245
70309,DELEGATE RIVER AT QUIDONG,NSW,1.4,-36.91,149.04,650
78010,DIMBOOLA,VIC,1.4,-36.46,142.03,111
79075,RUPANYUP (POST OFFICE),VIC,1.4,-36.63,142.63,145
81063,AVOCA,VIC,1.4,-37.08,143.48,213
81127,AVOCA RIVER AT ARCHDALE JUNCTION,VIC,1.4,-36.89,143.50,-999
84097,BULLUMWAAL,VIC,1.4,-37.68,147.55,-999
86127,WONTHAGGI,VIC,1.4,-38.61,145.60,53
93044,LLEWELLYN (SOUTH ESK RIVER),TAS,1.4,-41.82,147.57,180
93053,ROSS (THE BOULEVARDS),TAS,1.4,-42.03,147.50,186
3032,DERBY AERO,WA,1.2,-17.37,123.66,6
23042,BURNSIDE,SA,1.2,-34.94,138.66,-999
23133,GREENACRES,SA,1.2,-34.87,138.64,66
23137,REGENCY PARK,SA,1.2,-34.87,138.57,10
23858,GOULD CREEK (HERMITAGE),SA,1.2,-34.76,138.78,350
23894,HINDMARSH ISLAND AWS,SA,1.2,-35.52,138.82,11
24592,CALLINGTON HILL (COLRAE),SA,1.2,-35.08,139.07,216
31209,COOKTOWN AIRPORT,QLD,1.2,-15.45,145.19,5
32043,UPPER STONE EXELBY,QLD,1.2,-18.72,145.92,61
35186,BLACKDOWN TABLELAND AL,QLD,1.2,-23.77,149.12,952
38076,WINDORAH AIRPORT,QLD,1.2,-25.41,142.66,132
39258,WALLA ALERT-B,QLD,1.2,-25.14,151.98,15
40889,OAKWOOD TM,QLD,1.2,-26.45,152.49,200
43109,ST GEORGE AIRPORT,QLD,1.2,-28.05,148.60,199
46128,FOWLERS GAP AWS,NSW,1.2,-31.09,141.70,181
46137,BOULLIA,NSW,1.2,-30.07,141.88,100
56034,URALLA (DUMARESQ ST),NSW,1.2,-30.64,151.49,1012
57095,TABULAM (MUIRNE),NSW,1.2,-28.76,152.45,555
58068,LAWRENCE ROAD (PRINGLES WAY),NSW,1.2,-29.41,153.02,110
61056,POKOLBIN (BEN EAN),NSW,1.2,-32.80,151.28,140
61339,CLARENCETOWN (MILL DAM FALLS (WILLIAMS R,NSW,1.2,-32.56,151.80,10
61425,GOSFORD AWS,NSW,1.2,-33.44,151.36,7
65098,NEUREA (FERNFIELD),NSW,1.2,-32.68,148.92,335
65103,FORBES AIRPORT AWS,NSW,1.2,-33.36,147.92,230
68007,CAMDEN (BROWNLOW HILL),NSW,1.2,-34.03,150.65,61
74249,COLEAMBALLY IRRIGATION,NSW,1.2,-34.80,145.89,121
79100,HORSHAM AERODROME,VIC,1.2,-36.67,142.17,134
80024,KERANG (MERAN DOWNS),VIC,1.2,-35.87,143.80,80
82172,HUON (BARKLEYS CAMP),VIC,1.2,-36.25,147.10,207
85096,WILSONS PROMONTORY LIGHTHOUSE,VIC,1.2,-39.13,146.42,95
86038,ESSENDON AIRPORT,VIC,1.2,-37.73,144.91,78
86077,MOORABBIN AIRPORT,VIC,1.2,-37.98,145.10,12
86117,TOOROURRONG RESERVOIR (TOOROURRONG),VIC,1.2,-37.48,145.15,219
88164,EILDON FIRE TOWER,VIC,1.2,-37.21,145.84,637
89025,SKIPTON (GOLF COURSE),VIC,1.2,-37.69,143.37,299
89112,WESTMERE,VIC,1.2,-37.71,142.94,226
90005,BEEAC (POST OFFICE),VIC,1.2,-38.20,143.64,120
6111,WINDERIE AIRSTRIP,WA,1.0,-25.31,115.15,200
10102,MUKINBUDIN,WA,1.0,-30.92,118.21,309
15679,ALICE SPRINGS DESERT PARK,NT,1.0,-23.70,133.84,562
17110,LEIGH CREEK AIRPORT,SA,1.0,-30.60,138.42,259
21034,MOUNT BRYAN,SA,1.0,-33.56,138.90,519
23374,HANSBOROUGH,SA,1.0,-34.25,139.02,341
23380,KAPUNDA WEST (KAPLEE),SA,1.0,-34.30,138.85,391
23383,GOMERSAL (WOODBRIDGE),SA,1.0,-34.54,138.91,217
24519,MILANG,SA,1.0,-35.41,138.97,8
24521,MURRAY BRIDGE,SA,1.0,-35.12,139.26,33
24531,SEDAN,SA,1.0,-34.57,139.30,95
24575,KEYNETON (SEDAN HILL RNDSUP),SA,1.0,-34.54,139.19,462
24591,HARROGATE (MOUNT BEEVOR SOUTH),SA,1.0,-34.93,139.03,489
24594,RODWELL CREEK (HIGHLAND VALLEY (GREENHOL,SA,1.0,-35.20,138.92,196
25002,PURNONG (CLAYPANS),SA,1.0,-34.83,139.67,92
25006,KAROONDA,SA,1.0,-35.09,139.90,72
25015,PINNAROO,SA,1.0,-35.27,140.91,101
31183,MALANDA ALERT,QLD,1.0,-17.36,145.59,770
31191,MURRAY SPRINGS ALERT,QLD,1.0,-18.15,145.48,863
32142,WHITE CRYSTAL TM,QLD,1.0,-18.68,145.75,690
32170,NASH\'S CROSSING ALERT,QLD,1.0,-18.41,145.77,74
32171,INGHAM PUMP STATION AL,QLD,1.0,-18.63,146.14,32
32174,ABERGOWRIE ALERT,QLD,1.0,-18.49,145.94,52
33060,PLEYSTOWE SUGAR MILL,QLD,1.0,-21.14,149.04,27
33119,MACKAY M.O,QLD,1.0,-21.12,149.22,30
33285,THE GAP TM,QLD,1.0,-23.09,150.11,9
33299,SARICH\'S ALERT,QLD,1.0,-21.27,148.82,48
33300,DUMBLETON ROCKS ALERT,QLD,1.0,-21.14,149.08,0
33301,WHITEFORD\'S ALERT,QLD,1.0,-21.32,148.84,58
33302,MIRANI WEIR TW ALERT,QLD,1.0,-21.18,148.83,34
35251,CRAIGMORE AL,QLD,1.0,-23.88,147.76,231
39338,OLD RANGE RD ALERT,QLD,1.0,-25.36,152.10,50
39339,NEARUM RD ALERT,QLD,1.0,-25.11,151.85,300
40004,AMBERLEY AMO,QLD,1.0,-27.63,152.71,24
40659,GREENBANK THOMPSON ROAD,QLD,1.0,-27.70,152.94,77
40754,RATHDOWNEY TM,QLD,1.0,-28.22,152.87,84
40762,YARRAHAPPINI TM,QLD,1.0,-27.83,152.99,11
40826,MIVA TM,QLD,1.0,-25.95,152.50,17
40912,FRANKLYN VALE ALERT,QLD,1.0,-27.76,152.47,160
40937,BENOBBLE ALERT,QLD,1.0,-28.00,153.16,72
40958,REDCLIFFE,QLD,1.0,-27.22,153.09,13
40965,CLONTARF,QLD,1.0,-27.24,153.09,29
41022,DALVEEN,QLD,1.0,-28.50,151.97,904
41529,TOOWOOMBA AIRPORT,QLD,1.0,-27.54,151.91,641
43100,OLD CASHMERE TM,QLD,1.0,-27.73,148.47,24
44070,VICTORIA DOWNS,QLD,1.0,-26.38,147.04,397
44230,BINNOWEE AL,QLD,1.0,-26.48,146.09,200
47110,NELIA GAARI,NSW,1.0,-32.01,142.82,86
54121,BUKKULLA (RFS),NSW,1.0,-29.50,151.13,581
56161,GUYRA (GOWAN BRAE),NSW,1.0,-30.16,151.88,1325
57079,WOLLOMOMBI (WOLLOMOMBI RIVER),NSW,1.0,-30.52,152.04,900
59152,LOWANNA (LOWANNA ROAD),NSW,1.0,-30.21,152.91,555
60148,WILLINA,NSW,1.0,-32.16,152.26,-999
61100,BROKE (HARROWBY),NSW,1.0,-32.77,151.09,76
61110,HOWES VALLEY (COMMISSION RD),NSW,1.0,-32.87,150.79,235
61406,NEWCASTLE (BLACKSMITHS),NSW,1.0,-33.08,151.65,2
62106,MOLONG (BONNIE DOON),NSW,1.0,-32.99,148.93,560
63308,MARRANGAROO (DEFENCE),NSW,1.0,-33.43,150.14,955
65041,MOLONG POST OFFICE,NSW,1.0,-33.10,148.87,540
65068,PARKES AIRPORT AWS,NSW,1.0,-33.13,148.24,323
68233,GRASSY GULLY (SHOALHAVEN RIVER),NSW,1.0,-34.85,150.43,30
69049,NERRIGA COMPOSITE,NSW,1.0,-35.12,150.08,630
69145,MORUYA (PLUMWOOD),NSW,1.0,-35.98,149.86,930
70005,BOMBALA (THERRY STREET),NSW,1.0,-36.91,149.24,705
70119,BIG HILL (GLEN DUSK),NSW,1.0,-34.57,150.00,648
70237,NIMMITABEL (COTTESLOE),NSW,1.0,-36.59,149.38,1190
72023,HUME RESERVOIR,NSW,1.0,-36.10,147.03,184
74110,URANA POST OFFICE,NSW,1.0,-35.33,146.27,125
78018,KELLALAC (WARRACKNABEAL AIRPORT),VIC,1.0,-36.32,142.42,118
79028,LONGERENONG,VIC,1.0,-36.67,142.30,133
83083,EDI UPPER,VIC,1.0,-36.74,146.47,355
86305,GREENVALE RESERVOIR,VIC,1.0,-37.64,144.91,156
88043,MARYBOROUGH,VIC,1.0,-37.06,143.73,249
92030,PIONEER (MAIN ROAD),TAS,1.0,-41.08,147.94,120
92124,MARIA ISLAND (POINT LESUEUR),TAS,1.0,-42.66,148.02,28
93059,FOSTERVILLE,TAS,1.0,-41.93,147.43,177
140009,GREENBANK (DEFENCE),QLD,1.0,-27.69,152.99,42
17089,KALAMURINA,SA,0.8,-27.72,138.25,5
21033,MINTARO,SA,0.8,-33.91,138.72,418
21140,WATERLOO EAST (SCHUTZ ROAD),SA,0.8,-34.00,138.91,498
23370,STOCKPORT (CLIFTON),SA,0.8,-34.31,138.73,160
23372,BAROSSA VALLEY (DUCKPONDS CREEK),SA,0.8,-34.45,139.06,352
23379,MOUNT RUFUS (DUTTON),SA,0.8,-34.31,139.12,512
23382,ANGASTON (MILTON PARK (CORNBROOK)),SA,0.8,-34.50,139.08,356
23822,HARTLEY (PINE HILL),SA,0.8,-35.18,139.02,63
23863,KANMANTOO (MILLBRAE),SA,0.8,-35.02,139.00,252
40969,GODWIN BEACH,QLD,0.8,-27.07,153.11,7
40998,CALOUNDRA AIRPORT,QLD,0.8,-26.80,153.11,9
46139,GRASMERE,NSW,0.8,-31.42,142.63,172
57003,BONALBO POST OFFICE,NSW,0.8,-28.74,152.62,170
61143,BULGA (DOWN TOWN),NSW,0.8,-32.65,151.02,69
66141,MONA VALE GOLF CLUB,NSW,0.8,-33.68,151.31,10
69152,CATHCART (MOUNT DARRAGH),NSW,0.8,-36.84,149.52,880
71019,SNOWY RIVER @ DALGETY WEIR,NSW,0.8,-36.51,148.83,-999
71022,BERRIDALE (BOLTON STREET),NSW,0.8,-36.37,148.83,895
72160,ALBURY AIRPORT AWS,NSW,0.8,-36.07,146.95,164
77010,HOPETOUN AIRPORT,VIC,0.8,-35.72,142.36,77
77034,QUAMBATOOK SOUTH,VIC,0.8,-35.93,143.50,95
79102,MAROO WEST (WARRANOOKE (GLENORCHY) COMPA,VIC,0.8,-36.73,142.73,150
80067,CHARLTON (DONALD ST),VIC,0.8,-36.27,143.35,130
84126,SNOWY RIVER AT MCKILLOPS BRIDGE,VIC,0.8,-37.08,148.41,-999
89033,WICKLIFFE,VIC,0.8,-37.69,142.73,222
89103,DERRINALLUM (CRAIGMORE),VIC,0.8,-37.97,143.22,173
91312,ERRIBA (JUBB ROAD),TAS,0.8,-41.44,146.12,573
94125,MARGATE (SUNNYSIDE),TAS,0.8,-43.02,147.25,24
94261,FRANKLIN (SOUTH),TAS,0.8,-43.12,146.99,33
95047,WAYATINAH (SALTAS),TAS,0.8,-42.39,146.49,240
96002,BRONTE HEIGHTS,TAS,0.8,-42.14,146.49,710
21007,BRINKWORTH,SA,0.7,-33.69,138.40,178
64015,MENDOORAN POST OFFICE,NSW,0.7,-31.82,149.12,350
14041,MIDDLE POINT,NT,0.6,-12.61,131.30,14
16047,TODMORDEN,SA,0.6,-27.14,134.76,200
20020,YUNTA (PANARAMITEE),SA,0.6,-32.64,139.65,275
21133,SNOWTOWN (RAYVILLE PARK),SA,0.6,-33.77,138.22,109
21137,HOYLETON (ROCKLEIGH),SA,0.6,-34.00,138.57,224
23128,BALAKLAVA (DONALEEN RNDSUP),SA,0.6,-34.20,138.60,260
23348,SHEA-OAK LOG (GREENOCK CREEK),SA,0.6,-34.51,138.84,140
23885,NOARLUNGA,SA,0.6,-35.16,138.51,55
24024,LOXTON RESEARCH CENTRE,SA,0.6,-34.44,140.60,30
24584,MURRAY BRIDGE (PALLAMANA AERODROME),SA,0.6,-35.07,139.23,45
26103,BOOL LAGOON (LOCKSLEY FARM),SA,0.6,-37.13,140.73,52
26109,LAKE GEORGE (MAHARISHI VEDIC COLLEGE),SA,0.6,-37.38,139.95,5
32040,TOWNSVILLE AERO,QLD,0.6,-19.25,146.77,4
45009,BALLERA GAS FIELD,QLD,0.6,-27.40,141.81,115
46012,WILCANNIA AERODROME AWS,NSW,0.6,-31.52,143.39,94
46138,WHITE CLIFFS (CAWNALMURTEE),NSW,0.6,-30.58,143.35,146
54076,KINGS PLAINS (WINDERMERE),NSW,0.6,-29.64,151.43,-999
56006,BUNDARRA POST OFFICE,NSW,0.6,-30.17,151.08,654
56038,WYLIE CREEK (ALOOMBA),NSW,0.6,-28.55,152.16,675
58028,COALDALE (BELLONA),NSW,0.6,-29.38,152.79,140
67081,SHANES PARK (SOUTH CREEK ROAD),NSW,0.6,-33.71,150.77,26
67105,RICHMOND RAAF,NSW,0.6,-33.60,150.78,19
68249,TOUGA,NSW,0.6,-34.96,150.10,533
72012,CARABOST,NSW,0.6,-35.60,147.73,345
77098,RAINBOW RADAR RAIN GAUGE,VIC,0.6,-36.00,142.01,115
84118,WONNANGATTA RIVER @ WATERFORD,VIC,0.6,-37.49,147.17,200
90015,CAPE OTWAY LIGHTHOUSE,VIC,0.6,-38.86,143.51,80
94071,EAGLEHAWK NECK (JETTY ROAD),TAS,0.6,-43.02,147.91,12
94198,CAPE BRUNY (CAPE BRUNY),TAS,0.6,-43.49,147.14,60
94231,LONGLEY (RIVER BEND ROAD),TAS,0.6,-42.96,147.20,237
94274,FERN TREE (WESTRINGA ROAD),TAS,0.6,-42.93,147.25,401
54146,HAYSTACK (BEARDY RIVER),NSW,0.5,-29.23,151.38,-999
61268,MAITLAND BELMORE BRIDGE (HUNTER RIVER),NSW,0.5,-32.73,151.56,-999
76038,MURRAYVILLE,VIC,0.5,-35.26,141.18,71
86020,CHELTENHAM KINGSTON CENTRE,VIC,0.5,-37.96,145.08,39
14866,UPPER VICTORIA RIVER,NT,0.4,-17.61,130.07,406
21029,KOOLUNGA,SA,0.4,-33.59,138.33,125
21057,YACKA,SA,0.4,-33.57,138.45,165
21127,SEVENHILL,SA,0.4,-33.88,138.64,480
23129,MALLALA (DOLAGHANS CROSSING RNDSUP),SA,0.4,-34.46,138.56,42
23135,HAMLEY BRIDGE,SA,0.4,-34.37,138.67,113
23381,NGAPALA,SA,0.4,-34.06,139.01,509
24518,MENINGIE,SA,0.4,-35.69,139.34,3
24586,MOUNT MARY RNDSUP,SA,0.4,-34.13,139.42,100
24589,MONARTO SOUTH (MONARTO SECTION 307),SA,0.4,-35.13,139.11,119
24593,WOODCHESTER (CRAIORAH),SA,0.4,-35.19,138.99,92
25050,CALIPH,SA,0.4,-34.63,140.24,68
29126,MOUNT ISA MINE,QLD,0.4,-20.74,139.48,381
33210,ST LAWRENCE,QLD,0.4,-22.35,149.52,9
35069,TAMBO POST OFFICE,QLD,0.4,-24.88,146.26,395
41095,STANTHORPE LESLIE PARADE,QLD,0.4,-28.66,151.93,784
41096,MT KYNOCH,QLD,0.4,-27.51,151.95,739
42116,ARDEN DOWNS TM,QLD,0.4,-28.23,149.56,230
43020,MITCHELL POST OFFICE,QLD,0.4,-26.49,147.98,337
44233,BAKERS BEND AL,QLD,0.4,-26.71,146.11,261
46126,TIBOOBURRA AIRPORT,NSW,0.4,-29.44,142.06,176
46140,WHITE CLIFFS (MT JACK),NSW,0.4,-30.87,143.71,103
47016,LAKE VICTORIA STORAGE,NSW,0.4,-34.04,141.27,26
47048,BROKEN HILL AIRPORT AWS,NSW,0.4,-32.00,141.47,281
54021,BARRABA (MOUNT LINDSAY),NSW,0.4,-30.32,150.27,869
56240,GUYRA (BOX POINT),NSW,0.4,-30.33,151.73,1340
56243,GLEN INNES AIRPORT AWS,NSW,0.4,-29.68,151.69,1044
61250,PATERSON (TOCAL AWS),NSW,0.4,-32.63,151.59,30
61430,SINGLETON DEFENCE AWS,NSW,0.4,-32.70,151.16,125
66048,CONCORD (BRAYS RD),NSW,0.4,-33.85,151.11,15
66160,CENTENNIAL PARK,NSW,0.4,-33.90,151.23,38
67113,PENRITH LAKES AWS,NSW,0.4,-33.72,150.68,25
70217,COOMA AIRPORT AWS,NSW,0.4,-36.29,148.97,930
74118,WHITTON (CONAPAIRA ST),NSW,0.4,-34.51,146.18,132
75019,HAY AIRPORT AWS,NSW,0.4,-34.54,144.83,92
77099,RAINBOW (PIGICK COMPARISON),VIC,0.4,-35.87,141.82,91
78082,WARRACKNABEAL (EARLSTAN COMPARISON),VIC,0.4,-36.27,142.22,119
80023,KERANG,VIC,0.4,-35.72,143.92,82
87068,MOORABOOL RIVER AT LAL LAL,VIC,0.4,-37.65,144.04,-999
87113,AVALON AIRPORT,VIC,0.4,-38.03,144.48,11
92079,TOOMS LAKE (TOOMS RIVER),TAS,0.4,-42.21,147.78,469
92149,GRINDSTONE POINT,TAS,0.4,-42.45,147.98,10
93052,MOUNT MORRISTON (MACQUARIE RIVER),TAS,0.4,-42.16,147.58,218
94175,LUCASTON (BAKERS CREEK ROAD),TAS,0.4,-42.97,147.04,127
94214,MOUNT DROMEDARY,TAS,0.4,-42.70,147.13,462
94263,ABELS BAY (SANDREEF ROAD),TAS,0.4,-43.23,147.10,30
140008,CANUNGRA (DEFENCE),QLD,0.4,-28.04,153.19,108
200283,WILLIS ISLAND,QLD,0.4,-16.29,149.97,9
19037,PORT GERMEIN,SA,0.3,-33.02,138.00,4
21077,BURRA COMMUNITY SCHOOL,SA,0.3,-33.68,138.94,470
88108,VAUGHAN,VIC,0.3,-37.16,144.21,277
7185,PARABURDOO AERO,WA,0.2,-23.17,117.75,424
18229,CULTANA (DEFENCE),SA,0.2,-32.68,137.37,171
21010,BRINKWORTH (BUNGAREE),SA,0.2,-33.75,138.56,368
21031,LAURA,SA,0.2,-33.19,138.30,248
21131,CLARE HIGH SCHOOL,SA,0.2,-33.82,138.59,395
23122,ROSEWORTHY AWS,SA,0.2,-34.51,138.68,65
23349,SADDLEWORTH (GUMDALE),SA,0.2,-34.09,138.79,337
23799,PROSPECT HILL,SA,0.2,-35.22,138.73,360
23803,ASHTON CO-OP,SA,0.2,-34.94,138.73,540
24530,SEDAN (SANDLETON),SA,0.2,-34.46,139.36,78
24585,SWAN REACH (PONDEROSA RNDSUP),SA,0.2,-34.51,139.53,82
25512,PARRAKIE,SA,0.2,-35.38,140.25,83
29182,MORNINGTON ISLAND AIRPORT,QLD,0.2,-16.66,139.17,10
33111,MARLBOROUGH HELIPAD TM,QLD,0.2,-22.82,149.89,107
33195,WILLIAMSON,QLD,0.2,-22.47,150.18,28
33310,SOUTH YAAMBA TM,QLD,0.2,-23.20,150.40,10
33329,OORALEA RACECOURSE (MACKAY TURF CLUB),QLD,0.2,-21.17,149.15,10
40093,GYMPIE,QLD,0.2,-26.18,152.64,65
40120,LOWOOD DON ST,QLD,0.2,-27.46,152.57,51
40284,BEERBURRUM FOREST STATION,QLD,0.2,-26.96,152.96,48
40801,KANDANGA TM,QLD,0.2,-26.39,152.68,80
40867,KALBAR TM,QLD,0.2,-27.94,152.62,80
42104,SURREY TM,QLD,0.2,-28.38,149.67,190
43015,INJUNE POST OFFICE,QLD,0.2,-25.84,148.57,390
43097,TEELBA,QLD,0.2,-27.76,149.40,237
53115,MOREE AERO,NSW,0.2,-29.49,149.85,213
56018,INVERELL RESEARCH CENTRE,NSW,0.2,-29.78,151.08,664
56237,INVERELL (ELSMORE VILLAGE),NSW,0.2,-29.80,151.27,700
61260,CESSNOCK AIRPORT AWS,NSW,0.2,-32.79,151.34,67
66006,SYDNEY BOTANIC GARDENS,NSW,0.2,-33.87,151.22,15
73029,MURRUMBURRAH (HISTORICAL SOCIETY),NSW,0.2,-34.55,148.35,370
74037,YANCO AGRICULTURAL INSTITUTE,NSW,0.2,-34.62,146.43,164
75032,HILLSTON AIRPORT,NSW,0.2,-33.49,145.52,122
75160,HAY (NOONAMAH),NSW,0.2,-34.22,144.45,80
76006,TUTYE (BUNUROUK) COMPARISON,VIC,0.2,-35.29,141.49,60
77097,YAAPEET,VIC,0.2,-35.69,142.00,80
77100,BIRCHIP (MARLBED COMPARISON),VIC,0.2,-35.80,142.88,90
80128,CHARLTON,VIC,0.2,-36.28,143.33,132
86338,MELBOURNE (OLYMPIC PARK),VIC,0.2,-37.83,144.98,8
86383,COLDSTREAM,VIC,0.2,-37.72,145.41,83
87042,MEREDITH,VIC,0.2,-37.83,144.06,355
87185,POINT COOK RAAF,VIC,0.2,-37.93,144.76,3
89018,LISMORE (POST OFFICE),VIC,0.2,-37.95,143.34,178
89074,DERRINALLUM (POST OFFICE),VIC,0.2,-37.95,143.22,177
90035,COLAC (MOUNT GELLIBRAND),VIC,0.2,-38.23,143.79,261
91186,FORTHSIDE RESEARCH STATION,TAS,0.2,-41.20,146.27,127
92154,LITTLE SWANPORT (LISDILLON FARM),TAS,0.2,-42.29,148.00,20
93049,MOUNT SEYMOUR,TAS,0.2,-42.37,147.46,628
93058,YORK PLAINS (INVERELL),TAS,0.2,-42.26,147.43,375
94020,DOVER,TAS,0.2,-43.33,147.00,20
94087,KUNANYI (MOUNT WELLINGTON PINNACLE),TAS,0.2,-42.90,147.24,1261
94155,TASMAN ISLAND,TAS,0.2,-43.24,148.00,240
94195,TUNNACK FIRE STATION,TAS,0.2,-42.45,147.46,462
94212,CAMPANIA (KINCORA),TAS,0.2,-42.69,147.43,45
94220,GROVE (RESEARCH STATION),TAS,0.2,-42.98,147.08,65
94254,DUNALLEY (STROUD POINT),TAS,0.2,-42.90,147.79,12
95003,BUSHY PARK (BUSHY PARK ESTATES),TAS,0.2,-42.71,146.90,27
96070,HERMITAGE (SHANNON RIVER),TAS,0.2,-42.26,146.88,500
200001,MIDDLE PERCY ISLAND,QLD,0.2,-21.66,150.27,209
200838,HOGAN ISLAND,TAS,0.2,-39.22,146.98,116
56032,TENTERFIELD (FEDERATION PARK),NSW,0.1,-29.05,152.02,838
1006,WYNDHAM AERO,WA,0.0,-15.51,128.15,4
1007,TROUGHTON ISLAND,WA,0.0,-13.75,126.15,6
1019,KALUMBURU,WA,0.0,-14.30,126.65,23
1020,TRUSCOTT,WA,0.0,-14.09,126.39,51
1024,ELLENBRAE,WA,0.0,-15.96,127.06,300
1025,DOONGAN,WA,0.0,-15.38,126.31,385
1035,PARRY CREEK FARM,WA,0.0,-15.60,128.28,20
2009,GIBB RIVER,WA,0.0,-16.42,126.44,488
2021,MOUNT AMHURST,WA,0.0,-18.39,126.99,300
2022,MOUNT WINIFRED,WA,0.0,-18.02,126.30,180
2030,YULMBU,WA,0.0,-17.30,126.92,450
2032,WARMUN,WA,0.0,-17.02,128.22,203
2036,OLD MORNINGTON HOMESTEAD,WA,0.0,-17.39,126.23,280
